WBAN,State,Name,Latitude,Longitude,relLatitude,relLongitude,cluster
53873,GA,CARTERSVILLE,34.123000000000005,-84.84899999999999,-1.8099999999999952,-5.784999999999997,9
53882,GA,BAINBRIDGE,30.983,-84.633,-4.949999999999999,-5.569000000000003,3
53883,GA,BRUNSWICK,31.259,-81.45100000000001,-4.6739999999999995,-2.3870000000000147,6
53884,GA,NEWNAN,33.312,-84.76700000000001,-2.621000000000002,-5.703000000000017,9
53885,GA,DALTON,34.722,-84.867,-1.2109999999999985,-5.8030000000000115,9
53898,GA,WASHINGTON,33.78,-82.801,-2.1529999999999987,-3.737000000000009,1
63803,GA,LAWRENCEVILLE,33.98,-83.95100000000001,-1.953000000000003,-4.887000000000015,9
63809,GA,THOMASTON,35.955,-84.251,0.021999999999998465,-5.187000000000012,9
63813,GA,ATLANTA,34.013000000000005,-84.585,-1.9199999999999946,-5.521000000000001,9
63818,GA,STATESBORO,32.483000000000004,-81.734,-3.4499999999999957,-2.6700000000000017,6
63822,GA,VIDALIA,32.193000000000005,-82.367,-3.739999999999995,-3.3030000000000115,6
63828,GA,NEWTON 8 W,31.313000000000002,-84.471,-4.619999999999997,-5.407000000000011,3
63829,GA,NEWTON 11 SW,31.191999999999997,-84.446,-4.741000000000003,-5.382000000000005,3
63834,GA,ELBERTON,34.095,-82.816,-1.838000000000001,-3.7520000000000095,1
63835,GA,BLAKELY,31.398000000000003,-84.895,-4.534999999999997,-5.831000000000003,3
63836,GA,THOMSON,33.53,-82.516,-2.4029999999999987,-3.4520000000000124,1
63842,GA,DOUGLAS,31.476999999999997,-82.861,-4.456000000000003,-3.7970000000000113,3
63846,GA,SYLVANIA,32.646,-81.596,-3.286999999999999,-2.5320000000000107,6
63848,GA,CANTON,34.311,-84.42399999999999,-1.6219999999999999,-5.359999999999999,9
63850,GA,WATKINSVILLE 5 SSE,33.784,-83.39,-2.149000000000001,-4.326000000000008,1
63856,GA,BRUNSWICK 23 S,30.808000000000003,-81.46,-5.1249999999999964,-2.396000000000001,6
63877,GA,GREENSBORO,33.598,-83.139,-2.335000000000001,-4.075000000000003,1
63881,GA,DUBLIN,32.564,-82.985,-3.3689999999999998,-3.9210000000000065,3
63886,GA,MILLEDGEVILLE,33.154,-83.241,-2.7789999999999964,-4.177000000000007,1
93801,GA,ROME,34.348,-85.161,-1.5850000000000009,-6.097000000000008,9
93842,GA,COLUMBUS,32.516,-84.94200000000001,-3.4170000000000016,-5.878000000000014,3
93845,GA,VALDOSTA,30.783,-83.277,-5.149999999999999,-4.213000000000008,3
3728,SC,MCCELLANVILLE 7 NE,33.153,-79.36399999999999,-2.780000000000001,-0.29999999999999716,5
3742,SC,DARLINGTON,34.466,-79.89,-1.4669999999999987,-0.8260000000000076,5
3858,SC,EASTOVER,33.918,-80.8,-2.0150000000000006,-1.7360000000000042,5
3870,SC,GREER,34.899,-82.219,-1.033999999999999,-3.155000000000001,1
13717,SC,MYRTLE BEACH,33.68,-78.918,-2.253,0.14599999999998658,5
13744,SC,FLORENCE,34.188,-79.73100000000001,-1.7449999999999974,-0.6670000000000158,5
13782,SC,CHARLESTON C.O.,32.783,-79.933,-3.1499999999999986,-0.869000000000014,5
13849,SC,SUMTER,33.973,-80.473,-1.9600000000000009,-1.409000000000006,5
13880,SC,CHARLESTON,32.899,-80.041,-3.033999999999999,-0.9770000000000039,5
13883,SC,COLUMBIA,33.942,-81.118,-1.9909999999999997,-2.054000000000002,5
13886,SC,GREENVILLE,34.846,-82.346,-1.0870000000000033,-3.2820000000000107,1
53850,SC,CLEMSON,34.672,-82.88600000000001,-1.2610000000000028,-3.822000000000017,1
53854,SC,ORANGEBURG,33.461999999999996,-80.858,-2.4710000000000036,-1.7940000000000111,5
53867,SC,COLUMBIA,33.971,-80.99600000000001,-1.9620000000000033,-1.9320000000000164,5
53871,SC,ROCK HILL,34.986999999999995,-81.058,-0.9460000000000051,-1.994000000000014,2
53874,SC,GREENWOOD,34.249,-82.15899999999999,-1.6839999999999975,-3.094999999999999,1
63826,SC,BLACKVILLE 3 W,33.355,-81.328,-2.578000000000003,-2.26400000000001,6
63837,SC,HILTON HEAD ISLAND,32.224000000000004,-80.69800000000001,-3.708999999999996,-1.6340000000000146,6
63889,SC,GREENVILLE,34.758,-82.376,-1.1749999999999972,-3.312000000000012,1
93718,SC,NORTH MYRTLE BEACH,33.816,-78.721,-2.1169999999999973,0.3429999999999893,5
93831,SC,BEAUFORT,32.483000000000004,-80.717,-3.4499999999999957,-1.6530000000000058,6
93846,SC,ANDERSON,34.495,-82.709,-1.4380000000000024,-3.6450000000000102,1
